selected_text,sentiment
dont want to go into work,negative
",  - muji  yipee. is anybody coming here? i can send them over hahaha. but can somebody bring JT's BSG disks? haha",neutral
I am sure the effects are worth it.,positive
Gremlin is asleep after a particularly challenging bedtime. I think it's safe 4 me to go to bed -what a crazy Sat night for me!,neutral
About to clean my room,neutral
The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form,neutral
not working,negative
i actually need to be cleaning my house,neutral
sadly,negative
"I believe that is true, FML is quite the phenomenon...all thx to Superbad",neutral
Hi jonas brothers  you came to argentina la otra vez,neutral
I don't have the fake fascination like i once did before. Cause i no longer have to pretend i like you,neutral
SUCKS!,negative
it was fine. i was still up playing inFamous. sorry to hear,neutral
Happy Birthday Mel. We miss you in the UK,neutral
what kind of party do we got going now?,neutral
I think I just found my purse soulmate. But its not in my budget,neutral
HAPPY,positive
good,positive
relaxing,positive
Ouch,negative
I hate crowds,negative
loves,positive
They're for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative
Happy,positive
fantastic,positive
good,positive
Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative
good,positive
ly coo,positive
"I uploaded my  random fandom trailer to youtube, check it out in here. It's also in HD  http://tinyurl.com/d5oyfl",neutral
ll doesnt deserv,negative
you can call me anything but &quot;****&quot;,negative
So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,negative
Few rainy days in a row.,neutral
still awake.. will get some sleep i have to drive to Fortuna early.. Red Bull will guide me,neutral
You're welcome.,positive
Attach him to  after all mammals mammary glands will produce milk.  Or may be formula?,neutral
Screw all vacuums!!,negative
GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...,neutral
nice co,positive
beautiful,positive
hopefully,positive
I can't freakin sleep,negative
words,negative
"Good morning, baby  Yes, i slept like a rock. Refreshed &amp; ready for anything. How are you? *hugs you &amp; doesn't let go",neutral
bored,negative
miss,negative
tired,negative
ultra sweet,positive
Happy Mother's Day,positive
You're still welcome - the door's wide enough for your zimmer frame,neutral
like,positive
True. That's kind of your style isn't it  and less of the &quot;old chap,neutral
had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!,positive
Migraine is fighting its way back,negative
"you can have  ice cream, I'll have  kis",neutral
good,positive
winner,positive
t'internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,neutral
kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,neutral
Cant wait to talk to you soon,positive
not feeling well at all today! ugh cant I just go home.,negative
looooove,positive
yes... nice. I missed a lot of fun. **** exams. you are looking good...hair,neutral
WHAT DO YOU WANT FROM ME?!  I'm awake.,neutral
Has finally found her new flat.,neutral
Just got out of work,neutral
Back at home and phone my grandma... I love her and miss her,neutral
_ i wanna go to the pub,neutral
Excited!!!,positive
"holiday time | got my grizzly bears cd, bit it wont read  | adventures tomorrow | swine flu is scaring me | i still have a cold",neutral
grand,positive
goodnight!!,positive
my birthday chicken  http://bit.ly/whbuv,neutral
I Miss Daddy and Mommy,negative
but but but. I want steak,neutral
confsuing,negative
"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!",negative
go me  lol.,positive
cant scratch,negative
"yeah, ok, that'll probably happen too.",neutral
best,positive
i would prefer 1 more monday,neutral
wishes I could be the one going to our conference in the Bahamas next week,positive
disappointing report card,negative
"On the way to Wildomar, CA towing the Lexus",neutral
miss,negative
great,positive
fine,positive
welcome!,positive
happy,positive
it just might work.,positive
cry,negative
Still good though,positive
_Hayward go two way mirrors,neutral
lost,negative
"While I remember, Nerd Hurdles rocks  Especially the tale of the currency of ironpoodonia",neutral
sad,negative
She lives!  You were so Twitter quiet after the race. Recovering or celebrating?  ps. #20 Fem. in your 1st marathon Wow!,neutral
"We people? I'm just an amateur Ark builder, no political affiliation. All are welcome",neutral
poor,negative
i am mad bored,negative
sad,negative
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans",positive
yeah I'm fine not to raid most things. Excepting liquor and cheese &amp; bacon ba,neutral
I failed miserably.,negative
"it's true, sorry david!",neutral
Goodnight,positive
"Hello James, who are you",neutral
"still no class loaders,",negative
me too bb,neutral
stupid rain!,negative
I would sleep good!  ...RICE!!! Lmao!,positive
"i want to see go:audio, someone take me please?  5DAYS(L)",neutral
hooray!,positive
great,positive
o stop,negative
My dad is taking me to school &amp; picking me up tomoz. Plus I have drama almost all day. Score bludge,negative
Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,neutral
babysitting my hubby cam cam,neutral
it was nice to meet you tonight &amp; thank,positive
? I'm so sorry  I hate those kinda times.,negative
---bored to deat,negative
About to take a shower. Then see how annas doing,neutral
you're a great teacher!,positive
"i saw this 6 week diet that was no sugar, no rice, no wheat, no potatoes, as much protein as you want. So i just did no sugar.",neutral
2pm today is Quiz Time at the Goat! Game shows to play and prizes to be won! Plus 'Toss Off Tommy' for free drinks! Today from 2! x,positive
Great,positive
i been coolin and **** ya know me,neutral
WHEW!,positive
"Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...",neutral
o snapppp look who i found on twitter lollll,neutral
One interlock down one to go,neutral
So sorry to hear your terrible news,negative
congrats!,positive
working until10,neutral
"It is a sad, lonely profession.",negative
I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,neutral
and before i crash Grilled Chicken breast w/ reefried beans  Gnite Twitties,neutral
slammed,negative
Best,positive
I've been studying for a year now  And 5 years in school...,neutral
Nite Tweeple.  Tomorrow will be day 25 at work.,neutral
"i think i am a bit, in love with his creations and wit but not that physically attracted to him although he has great style",neutral
"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie",neutral
"hit the wall,",negative
i cant see it,negative
Please dont ruin this,positive
enjoy,positive
"I don't know, I noticed that happens to me sometimes too.",neutral
I wish I,positive
_newnew yea I saw the oil show u put on gotta I likes,neutral
wish,positive
"Nah... to be honest, I'm not a 'drinker' as such....  would rather have a protein shake and go for a run LOL",neutral
"that's what i did with my other friends dati e. i could totally do that.  Lian, Eina, Gelli, you, Zero &amp; Francis. we'll",neutral
I'm lost,negative
"3,144 words later, it's bedtime",neutral
feeling all homely! off out with Freddie for a fun-packed day,positive
she had another song out recently but it didn't get that much play,neutral
"RP : RP : RP : My crack...--Here's mine. ?----  I just threw up in my mouth lil bit--It's my legs, LOL.",neutral
long day of work.,negative
"tired and bored,",negative
great day,positive
I need hugs from Joe Jonas,neutral
You're right.,positive
tomorrow it's the final competition,neutral
"happy mothers day,",positive
=/ LOL.,positive
So excited,positive
I aint got no money to buy any cred to call u  and am in lONDON,neutral
It would be nice,positive
unpleasant,negative
"Got me a dark red hair dye, going to get some bleach",neutral
"aaauuuggghhh! in n out, check! mcdonald's, check! haha, next is hot cheetos!",neutral
"... you mean the fam , minus ahugs",neutral
Australia is twenty times better than America!,positive
? Was I not cool,negative
D-Lab on MIT Open courseware http://is.gd/ygt5 There goes my chances of getting any work done in the next few weeks,neutral
a huge favor of love.,positive
y good,positive
I spoke but when niggas be looking at ya crazi all the time u just stop....  plus I always used to see yall when I just wanted,neutral
not happy,negative
